year,month,day,hour,minute,source,dry_bulb,dew_point,humidity,pressure,ehr,ednr,hiri,ghr,dnr,dhr,ghi,dni,dhi,zenith,direction,speed,total_cover,opaque_cover,visibility,height,observation,codes,water,optical_depth,snow_depth,last_snowfall,albedo,precipitation_depth,precipitation_quantity
2010,01,02,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,15.8,72.9,100740.0,0,0,9999,0,0,0,0,0,0,0,60,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,15.6,73.5,100740.0,0,0,9999,0,0,0,0,0,0,0,330,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,15.7,74.0,100710.0,0,0,9999,0,0,0,0,0,0,0,320,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.0,74.0,100650.0,0,0,9999,0,0,0,0,0,0,0,310,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.1,74.0,100640.0,0,0,9999,0,0,0,0,0,0,0,340,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.1,74.5,100640.0,0,0,9999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.2,75.7,100600.0,0,0,9999,0,0,0,0,0,0,0,20,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.2,76.1,100590.0,0,0,9999,0,0,0,0,0,0,0,190,1.0,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.2,76.1,100600.0,0,0,9999,0,0,0,0,0,0,0,310,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.3,76.6,100670.0,0,0,9999,0,0,0,0,0,0,0,350,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,18,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,16.4,77.3,100730.0,0,0,9999,0,165,22,0,0,0,0,330,1.5,1.5,1.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,19,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,16.1,74.1,100740.0,0,0,9999,0,522,72,0,0,0,0,190,0.5,5.4,5.4,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.7,69.1,100780.0,0,0,9999,0,789,73,0,0,0,0,240,0.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.6,66.0,100770.0,0,0,9999,0,861,82,0,0,0,0,100,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,22,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.5,62.5,100700.0,0,0,9999,0,893,87,0,0,0,0,110,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,02,23,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,15.6,61.0,100610.0,0,0,9999,0,902,88,0,0,0,0,110,4.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,2,24,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,15.8,61.6,100520.0,0,0,9999,0,892,87,0,0,0,0,100,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,1,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,16.2,63.2,100420.0,0,0,9999,0,858,84,0,0,0,0,190,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,2,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,16.5,65.2,100380.0,0,0,9999,0,790,76,0,0,0,0,180,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,3,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,16.6,66.8,100400.0,0,0,9999,0,574,73,0,0,0,0,230,5.1,3.8,3.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,4,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,16.8,69.8,100440.0,0,0,9999,0,250,31,0,0,0,0,220,4.1,1.2,1.2,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,5,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,17.5,74.3,100480.0,0,0,9999,0,0,0,0,0,0,0,230,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,6,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,18.0,77.8,100530.0,0,0,9999,0,0,0,0,0,0,0,200,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,7,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,18.2,79.5,100580.0,0,0,9999,0,0,0,0,0,0,0,160,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,18.4,80.3,100610.0,0,0,9999,0,0,0,0,0,0,0,170,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,18.6,80.3,100620.0,0,0,9999,0,0,0,0,0,0,0,170,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,18.8,79.9,100600.0,0,0,9999,0,0,0,0,0,0,0,200,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,78.9,100560.0,0,0,9999,0,0,0,0,0,0,0,210,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,78.2,100510.0,0,0,9999,0,0,0,0,0,0,0,230,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,78.0,100440.0,0,0,9999,0,0,0,0,0,0,0,220,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,77.5,100390.0,0,0,9999,0,0,0,0,0,0,0,220,4.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,77.3,100360.0,0,0,9999,0,0,0,0,0,0,0,230,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,77.3,100370.0,0,0,9999,0,0,0,0,0,0,0,210,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.1,77.5,100380.0,0,0,9999,0,0,0,0,0,0,0,210,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,18,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,19.0,77.0,100400.0,0,0,9999,0,160,22,0,0,0,0,210,5.7,2.4,2.4,9999,77777,9,999999919,999,0.999,0,99,0.08,0.0,1
2010,01,03,19,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.8,74.3,100430.0,0,0,9999,0,387,92,0,0,0,0,210,5.7,12.1,12.1,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.5,71.8,100460.0,0,0,9999,0,526,139,0,0,0,0,200,5.7,11.0,11.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.4,70.5,100460.0,0,0,9999,0,749,119,0,0,0,0,210,7.2,4.1,4.1,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,22,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.2,68.6,100410.0,0,0,9999,0,602,208,0,0,0,0,210,7.2,9.9,9.9,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,03,23,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,25.0,18.0,66.9,100330.0,0,0,9999,0,610,216,0,0,0,0,210,6.7,10.3,10.3,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,3,24,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,25.0,18.0,66.3,100260.0,0,0,9999,0,858,105,0,0,0,0,210,7.2,0.2,0.2,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,1,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,25.0,17.9,66.3,100180.0,0,0,9999,0,307,273,0,0,0,0,230,6.2,22.4,22.4,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,2,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,25.0,17.8,66.3,100140.0,0,0,9999,0,442,182,0,0,0,0,230,6.2,11.0,11.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,3,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,17.8,67.5,100140.0,0,0,9999,0,225,137,0,0,0,0,230,6.2,16.9,16.9,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,4,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.0,69.6,100120.0,0,0,9999,0,26,46,0,0,0,0,210,5.1,13.1,13.1,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,5,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.0,70.4,100150.0,0,0,9999,0,0,0,0,0,0,0,200,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,6,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.0,70.2,100220.0,0,0,9999,0,0,0,0,0,0,0,230,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,7,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.0,69.8,100290.0,0,0,9999,0,0,0,0,0,0,0,240,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.0,69.8,100340.0,0,0,9999,0,0,0,0,0,0,0,230,6.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.0,70.2,100360.0,0,0,9999,0,0,0,0,0,0,0,220,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.2,71.1,100350.0,0,0,9999,0,0,0,0,0,0,0,220,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.6,72.2,100310.0,0,0,9999,0,0,0,0,0,0,0,230,6.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.6,73.1,100270.0,0,0,9999,0,0,0,0,0,0,0,210,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.7,73.8,100240.0,0,0,9999,0,0,0,0,0,0,0,220,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.7,74.0,100200.0,0,0,9999,0,0,0,0,0,0,0,220,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.6,73.8,100200.0,0,0,9999,0,0,0,0,0,0,0,220,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.7,73.6,100240.0,0,0,9999,0,0,0,0,0,0,0,210,4.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.6,73.4,100290.0,0,0,9999,0,0,0,0,0,0,0,220,7.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,18,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.6,72.7,100370.0,0,0,9999,0,131,23,0,0,0,0,210,7.2,1.8,1.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,19,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.6,71.6,100430.0,0,0,9999,0,472,76,0,0,0,0,210,6.7,6.5,6.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,18.5,70.3,100450.0,0,0,9999,0,766,76,0,0,0,0,210,6.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,04,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,25.0,18.5,69.1,100420.0,0,0,9999,0,836,89,0,0,0,0,220,8.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
